0.0 2.5 5.0 7.5 10.0
0.0 0.15 0.3
1.0 0.0 0.0 0.0 4.0 0.0
1.15 0.15 0.15 0.15 4.0 0.15
1.3 0.3 0.3 0.3 4.0 0.3
-0.8011436155469337 -2.5 1.5811388300841898 6.25 1.5 1.25
-0.6511436155469337 -2.35 1.7311388300841897 6.4 1.5 1.4
-0.5011436155469338 -2.2 1.8811388300841898 6.55 1.5 1.55
0.28366218546322625 -5.0 2.23606797749979 25.0 -1.0 0.0
0.4336621854632262 -4.85 2.3860679774997897 25.15 -1.0 0.15
0.5836621854632262 -4.7 2.5360679774997896 25.3 -1.0 0.3
0.3466353178350258 -7.5 2.7386127875258306 56.25 -3.5 -3.75
0.4966353178350258 -7.35 2.8886127875258305 56.4 -3.5 -3.6
0.6466353178350258 -7.2 3.0386127875258304 56.55 -3.5 -3.45
-0.8390715290764524 -10.0 3.1622776601683795 100.0 -6.0 -10.0
-0.6890715290764524 -9.85 3.3122776601683794 100.15 -6.0 -9.85
-0.5390715290764525 -9.7 3.4622776601683793 100.3 -6.0 -9.7
0.0 0.15 0.3 1.496180360259891 1.646180360259891 1.7961803602598911 -4.794621373315692 -4.644621373315692 -4.494621373315693 7.034999825810542 7.184999825810542 7.3349998258105416 -5.440211108893697 -5.290211108893697 -5.1402111088936975
